GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AQNGE001,AQNGE002,AQNGE003,AQNGE004,AQNGE005,AQNGE006,AQNGE007,AQNGE008,AQNGE009,AQNGE010,AQPZE001,AQPZE002,AQPZE003,AQPZE004,AQPZE005,AQPZE006,AQPZE007,AQPZE008,NAME_M,AQNGM001,AQNGM002,AQNGM003,AQNGM004,AQNGM005,AQNGM006,AQNGM007,AQNGM008,AQNGM009,AQNGM010,AQPZM001,AQPZM002,AQPZM003,AQPZM004,AQPZM005,AQPZM006,AQPZM007,AQPZM008
"G27003509510003","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951000","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359510003",,,"270359510003","Block Group 3, Census Tract 9510, Crow Wing County, Minnesota",904,841,0,0,0,0,0,63,0,63,904,11,166,0,14,330,74,309,"Block Group 3, Census Tract 9510, Crow Wing County, Minnesota",242,242,9,9,9,9,9,70,9,70,242,19,87,9,21,263,77,133
"G27003509511001","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951100","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359511001",,,"270359511001","Block Group 1, Census Tract 9511, Crow Wing County, Minnesota",1642,1418,0,0,0,0,162,62,15,47,1642,201,244,94,94,156,0,853,"Block Group 1, Census Tract 9511, Crow Wing County, Minnesota",337,353,9,9,9,9,157,56,25,41,337,135,206,81,69,113,9,278
"G27003509511002","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951100","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359511002",,,"270359511002","Block Group 2, Census Tract 9511, Crow Wing County, Minnesota",1277,1243,0,0,0,0,0,34,0,34,1166,0,183,57,105,135,9,677,"Block Group 2, Census Tract 9511, Crow Wing County, Minnesota",305,285,9,9,9,9,9,62,9,62,304,9,153,63,122,142,13,223
"G27003509511003","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951100","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359511003",,,"270359511003","Block Group 3, Census Tract 9511, Crow Wing County, Minnesota",986,970,0,0,3,0,0,13,4,9,986,107,250,18,223,55,3,330,"Block Group 3, Census Tract 9511, Crow Wing County, Minnesota",263,262,9,9,5,9,9,14,6,12,263,140,171,25,204,58,6,115
"G27003509511004","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951100","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359511004",,,"270359511004","Block Group 4, Census Tract 9511, Crow Wing County, Minnesota",1045,913,17,97,0,0,0,18,0,18,916,112,96,49,4,497,0,158,"Block Group 4, Census Tract 9511, Crow Wing County, Minnesota",492,475,15,84,9,9,9,11,9,11,492,109,83,66,7,418,9,80
"G27003509512001","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951200","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359512001",,,"270359512001","Block Group 1, Census Tract 9512, Crow Wing County, Minnesota",1438,1373,1,0,64,0,0,0,0,0,1410,26,113,69,208,192,20,782,"Block Group 1, Census Tract 9512, Crow Wing County, Minnesota",317,321,6,9,52,9,9,9,9,9,317,28,122,67,209,119,25,237
"G27003509512002","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951200","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359512002",,,"270359512002","Block Group 2, Census Tract 9512, Crow Wing County, Minnesota",1127,1127,0,0,0,0,0,0,0,0,1096,0,171,216,124,0,215,370,"Block Group 2, Census Tract 9512, Crow Wing County, Minnesota",338,338,9,9,9,9,9,9,9,9,331,9,151,176,110,9,157,150
"G27003509512003","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951200","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359512003",,,"270359512003","Block Group 3, Census Tract 9512, Crow Wing County, Minnesota",594,544,0,33,1,0,16,0,0,0,594,78,32,0,26,24,0,434,"Block Group 3, Census Tract 9512, Crow Wing County, Minnesota",162,159,9,34,3,9,27,9,9,9,162,58,26,9,27,29,9,154
"G27003509513011","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951301","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359513011",,,"270359513011","Block Group 1, Census Tract 9513.01, Crow Wing County, Minnesota",2183,2154,3,0,13,0,0,13,0,13,2170,31,41,20,12,299,0,1767,"Block Group 1, Census Tract 9513.01, Crow Wing County, Minnesota",369,370,7,9,20,9,9,17,9,17,367,37,52,28,21,239,9,337
"G27003509513012","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951301","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359513012",,,"270359513012","Block Group 2, Census Tract 9513.01, Crow Wing County, Minnesota",1158,1158,0,0,0,0,0,0,0,0,1158,48,215,3,0,35,0,857,"Block Group 2, Census Tract 9513.01, Crow Wing County, Minnesota",387,387,9,9,9,9,9,9,9,9,387,74,297,8,9,59,9,274
"G27003509513013","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951301","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359513013",,,"270359513013","Block Group 3, Census Tract 9513.01, Crow Wing County, Minnesota",1731,1550,67,6,0,0,0,108,23,85,1662,152,234,144,135,61,215,721,"Block Group 3, Census Tract 9513.01, Crow Wing County, Minnesota",439,414,76,10,9,9,9,86,36,65,439,162,180,148,121,59,214,231
"G27003509513031","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951303","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359513031",,,"270359513031","Block Group 1, Census Tract 9513.03, Crow Wing County, Minnesota",2338,2085,140,19,0,0,0,94,0,94,2206,162,231,54,60,348,97,1254,"Block Group 1, Census Tract 9513.03, Crow Wing County, Minnesota",528,523,167,24,9,9,9,86,9,86,517,162,182,84,72,324,149,453
"G27003509513032","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951303","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359513032",,,"270359513032","Block Group 2, Census Tract 9513.03, Crow Wing County, Minnesota",544,490,0,0,0,0,0,54,54,0,516,12,89,96,34,11,20,254,"Block Group 2, Census Tract 9513.03, Crow Wing County, Minnesota",218,187,9,9,9,9,9,80,80,9,217,19,72,95,42,20,30,185
"G27003509513033","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951303","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359513033",,,"270359513033","Block Group 3, Census Tract 9513.03, Crow Wing County, Minnesota",1448,1435,0,0,13,0,0,0,0,0,1420,26,96,0,95,24,0,1179,"Block Group 3, Census Tract 9513.03, Crow Wing County, Minnesota",331,330,9,9,20,9,9,9,9,9,331,31,113,9,128,37,9,317
"G27003509513041","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951304","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359513041",,,"270359513041","Block Group 1, Census Tract 9513.04, Crow Wing County, Minnesota",1737,1642,0,34,0,0,0,61,61,0,1737,44,113,35,38,108,0,1399,"Block Group 1, Census Tract 9513.04, Crow Wing County, Minnesota",320,318,9,44,9,9,9,77,77,9,320,39,117,57,56,132,9,297
"G27003509513042","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951304","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359513042",,,"270359513042","Block Group 2, Census Tract 9513.04, Crow Wing County, Minnesota",891,880,0,11,0,0,0,0,0,0,890,26,47,3,0,44,54,716,"Block Group 2, Census Tract 9513.04, Crow Wing County, Minnesota",273,272,9,19,9,9,9,9,9,9,274,33,42,7,9,43,84,276
"G27003509514001","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951400","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359514001",,,"270359514001","Block Group 1, Census Tract 9514, Crow Wing County, Minnesota",1237,1142,0,7,20,0,17,51,9,42,1235,45,59,41,48,30,39,973,"Block Group 1, Census Tract 9514, Crow Wing County, Minnesota",134,130,9,7,22,9,21,34,10,32,134,25,59,25,38,17,24,133
"G27003509514002","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951400","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359514002",,,"270359514002","Block Group 2, Census Tract 9514, Crow Wing County, Minnesota",821,728,0,0,2,0,68,23,12,11,821,19,16,78,7,19,72,610,"Block Group 2, Census Tract 9514, Crow Wing County, Minnesota",164,150,9,9,5,9,86,22,17,15,164,16,13,86,8,14,70,144
"G27003509514003","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951400","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359514003",,,"270359514003","Block Group 3, Census Tract 9514, Crow Wing County, Minnesota",1431,1390,0,0,2,0,0,39,11,28,1428,11,72,16,72,150,60,1047,"Block Group 3, Census Tract 9514, Crow Wing County, Minnesota",176,178,9,9,3,9,9,26,7,25,175,10,31,14,86,83,58,143
"G27003509514004","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951400","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359514004",,,"270359514004","Block Group 4, Census Tract 9514, Crow Wing County, Minnesota",2062,1945,16,32,14,0,0,55,10,45,2052,28,28,17,82,147,45,1705,"Block Group 4, Census Tract 9514, Crow Wing County, Minnesota",261,274,25,22,19,9,9,31,13,29,260,33,15,14,52,98,31,243
"G27003509516001","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951600","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359516001",,,"270359516001","Block Group 1, Census Tract 9516, Crow Wing County, Minnesota",445,434,0,2,0,0,0,9,4,5,441,4,9,8,12,38,0,370,"Block Group 1, Census Tract 9516, Crow Wing County, Minnesota",96,94,9,3,9,9,9,8,5,6,95,4,8,9,7,22,9,96
"G27003509516002","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951600","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359516002",,,"270359516002","Block Group 2, Census Tract 9516, Crow Wing County, Minnesota",923,905,1,6,0,0,0,11,5,6,923,13,52,39,58,22,19,720,"Block Group 2, Census Tract 9516, Crow Wing County, Minnesota",183,184,3,7,9,9,9,8,7,7,183,11,28,31,52,11,15,184
"G27003509516003","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951600","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359516003",,,"270359516003","Block Group 3, Census Tract 9516, Crow Wing County, Minnesota",704,590,4,69,0,0,0,41,10,31,704,24,38,22,15,13,75,517,"Block Group 3, Census Tract 9516, Crow Wing County, Minnesota",108,76,5,79,9,9,9,32,10,30,108,11,28,12,9,8,80,75
"G27003509516004","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951600","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359516004",,,"270359516004","Block Group 4, Census Tract 9516, Crow Wing County, Minnesota",389,384,0,0,0,0,0,5,0,5,389,12,16,7,26,6,11,311,"Block Group 4, Census Tract 9516, Crow Wing County, Minnesota",57,56,9,9,9,9,9,7,9,7,57,11,14,9,15,5,10,55
"G27003509517001","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951700","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359517001",,,"270359517001","Block Group 1, Census Tract 9517, Crow Wing County, Minnesota",1050,1018,5,3,5,1,3,15,0,15,1042,42,22,8,22,15,22,911,"Block Group 1, Census Tract 9517, Crow Wing County, Minnesota",129,125,7,5,8,4,5,18,9,18,129,24,11,9,24,10,15,124
"G27003509517002","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951700","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359517002",,,"270359517002","Block Group 2, Census Tract 9517, Crow Wing County, Minnesota",1103,1018,0,0,53,0,1,31,5,26,1103,34,48,34,50,49,41,847,"Block Group 2, Census Tract 9517, Crow Wing County, Minnesota",142,128,9,9,46,9,3,27,8,27,142,19,25,28,26,18,31,136
"G27003509517003","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951700","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359517003",,,"270359517003","Block Group 3, Census Tract 9517, Crow Wing County, Minnesota",1066,1040,0,0,14,0,0,12,8,4,1066,5,83,11,31,39,102,795,"Block Group 3, Census Tract 9517, Crow Wing County, Minnesota",165,165,9,9,21,9,9,9,8,6,165,5,69,13,40,22,94,126
"G27003700601011","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060101","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370601011",,,"270370601011","Block Group 1, Census Tract 601.01, Dakota County, Minnesota",1421,1144,50,1,25,0,0,201,70,131,1414,80,4,11,20,27,90,1182,"Block Group 1, Census Tract 601.01, Dakota County, Minnesota",375,332,57,4,27,9,9,109,62,93,374,75,7,14,29,37,143,359
"G27003700601012","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060101","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370601012",,,"270370601012","Block Group 2, Census Tract 601.01, Dakota County, Minnesota",889,563,22,23,106,0,56,119,63,56,889,68,8,3,0,18,0,792,"Block Group 2, Census Tract 601.01, Dakota County, Minnesota",255,223,35,36,156,9,91,88,81,40,255,108,14,5,9,21,9,228
"G27003700601013","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060101","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370601013",,,"270370601013","Block Group 3, Census Tract 601.01, Dakota County, Minnesota",1290,702,0,6,11,0,154,417,21,396,1290,45,8,81,100,126,240,690,"Block Group 3, Census Tract 601.01, Dakota County, Minnesota",410,230,9,8,21,9,110,299,27,299,410,50,13,66,116,135,266,282
"G27003700601021","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060102","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370601021",,,"270370601021","Block Group 1, Census Tract 601.02, Dakota County, Minnesota",1419,1080,192,6,4,0,116,21,0,21,1409,23,109,39,63,90,64,1021,"Block Group 1, Census Tract 601.02, Dakota County, Minnesota",344,293,141,12,8,9,126,21,9,21,345,25,143,44,70,107,73,293
"G27003700601022","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060102","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370601022",,,"270370601022","Block Group 2, Census Tract 601.02, Dakota County, Minnesota",1507,1283,16,1,104,0,2,101,27,74,1507,0,55,54,6,14,5,1373,"Block Group 2, Census Tract 601.02, Dakota County, Minnesota",490,481,24,3,146,9,4,87,46,70,490,9,61,55,8,22,8,480
"G27003700601031","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060103","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370601031",,,"270370601031","Block Group 1, Census Tract 601.03, Dakota County, Minnesota",1524,1443,1,0,0,0,28,52,0,52,1524,1,1,10,47,12,0,1453,"Block Group 1, Census Tract 601.03, Dakota County, Minnesota",422,426,3,9,9,9,45,52,9,52,422,3,5,15,47,19,9,423
"G27003700601032","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060103","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370601032",,,"270370601032","Block Group 2, Census Tract 601.03, Dakota County, Minnesota",1411,1281,19,0,12,0,72,27,21,6,1411,35,15,0,4,40,64,1253,"Block Group 2, Census Tract 601.03, Dakota County, Minnesota",286,256,29,9,16,9,67,22,20,10,286,56,18,9,5,50,101,303
"G27003700601041","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060104","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370601041",,,"270370601041","Block Group 1, Census Tract 601.04, Dakota County, Minnesota",1343,1004,18,7,15,0,298,1,0,1,1336,112,55,26,21,77,44,1001,"Block Group 1, Census Tract 601.04, Dakota County, Minnesota",386,285,32,11,25,9,292,9,9,9,386,89,39,34,34,113,68,349
"G27003700601042","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060104","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370601042",,,"270370601042","Block Group 2, Census Tract 601.04, Dakota County, Minnesota",1950,1617,45,0,70,0,100,118,34,84,1950,58,121,92,0,299,35,1345,"Block Group 2, Census Tract 601.04, Dakota County, Minnesota",495,475,73,9,75,9,105,102,42,89,495,79,109,115,9,253,41,405
"G27003700601043","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060104","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370601043",,,"270370601043","Block Group 3, Census Tract 601.04, Dakota County, Minnesota",1071,588,97,21,67,0,267,31,31,0,1071,90,20,111,80,64,160,546,"Block Group 3, Census Tract 601.04, Dakota County, Minnesota",398,239,150,35,104,9,272,53,53,9,398,87,31,173,94,77,167,259
"G27003700601044","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060104","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370601044",,,"270370601044","Block Group 4, Census Tract 601.04, Dakota County, Minnesota",1339,913,0,0,0,0,387,39,19,20,1339,16,0,18,0,17,0,1288,"Block Group 4, Census Tract 601.04, Dakota County, Minnesota",372,277,9,9,9,9,324,48,32,31,372,27,9,29,9,27,9,377
"G27003700601051","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060105","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370601051",,,"270370601051","Block Group 1, Census Tract 601.05, Dakota County, Minnesota",1299,840,212,20,11,0,59,157,118,39,1299,45,206,12,29,174,0,833,"Block Group 1, Census Tract 601.05, Dakota County, Minnesota",403,293,164,40,22,9,76,114,83,59,403,49,230,21,34,273,9,270
"G27003700601052","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060105","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370601052",,,"270370601052","Block Group 2, Census Tract 601.05, Dakota County, Minnesota",2560,2011,182,33,3,0,174,157,34,123,2557,115,401,35,3,238,250,1515,"Block Group 2, Census Tract 601.05, Dakota County, Minnesota",791,783,167,48,6,9,151,207,151,144,792,121,450,45,10,171,344,504
"G27003700601053","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060105","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370601053",,,"270370601053","Block Group 3, Census Tract 601.05, Dakota County, Minnesota",962,486,220,0,25,0,57,174,41,133,726,33,28,18,122,82,9,434,"Block Group 3, Census Tract 601.05, Dakota County, Minnesota",307,155,136,9,40,9,91,208,69,150,308,51,30,40,72,105,16,280
"G27003700601054","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060105","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370601054",,,"270370601054","Block Group 4, Census Tract 601.05, Dakota County, Minnesota",835,558,139,0,0,0,138,0,0,0,835,138,87,120,47,46,0,397,"Block Group 4, Census Tract 601.05, Dakota County, Minnesota",370,290,127,9,9,9,213,9,9,9,370,213,85,174,61,43,9,274
"G27003700602011","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060201","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370602011",,,"270370602011","Block Group 1, Census Tract 602.01, Dakota County, Minnesota",1166,843,216,0,23,0,16,68,37,31,1166,34,53,15,0,78,9,977,"Block Group 1, Census Tract 602.01, Dakota County, Minnesota",337,308,199,9,23,9,19,65,47,32,337,26,64,23,9,94,13,309
"G27003700602012","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060201","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370602012",,,"270370602012","Block Group 2, Census Tract 602.01, Dakota County, Minnesota",622,448,13,0,2,0,46,113,53,60,617,0,27,6,23,0,6,555,"Block Group 2, Census Tract 602.01, Dakota County, Minnesota",137,118,21,9,5,9,46,83,63,64,134,9,27,9,37,9,9,139
"G27003700602013","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060201","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370602013",,,"270370602013","Block Group 3, Census Tract 602.01, Dakota County, Minnesota",957,863,12,0,0,0,14,68,22,46,957,26,18,22,0,68,26,797,"Block Group 3, Census Tract 602.01, Dakota County, Minnesota",239,231,19,9,9,9,17,62,24,55,239,23,15,29,9,60,26,245
"G27003700602021","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060202","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370602021",,,"270370602021","Block Group 1, Census Tract 602.02, Dakota County, Minnesota",1186,912,24,0,22,0,124,104,20,84,1186,39,13,0,0,15,0,1119,"Block Group 1, Census Tract 602.02, Dakota County, Minnesota",334,257,27,9,38,9,181,86,44,77,334,52,22,9,9,24,9,346
"G27003700602022","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060202","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370602022",,,"270370602022","Block Group 2, Census Tract 602.02, Dakota County, Minnesota",1082,1000,11,6,53,0,0,12,12,0,1062,135,34,51,32,21,21,768,"Block Group 2, Census Tract 602.02, Dakota County, Minnesota",216,208,18,7,53,9,9,18,18,9,211,102,31,44,34,20,33,200
"G27003700602023","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060202","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370602023",,,"270370602023","Block Group 3, Census Tract 602.02, Dakota County, Minnesota",1268,1036,11,0,0,0,162,59,44,15,1268,40,131,10,10,43,43,991,"Block Group 3, Census Tract 602.02, Dakota County, Minnesota",289,285,18,9,9,9,176,72,70,18,289,39,135,17,16,55,60,309
"G27003700603011","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060301","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370603011",,,"270370603011","Block Group 1, Census Tract 603.01, Dakota County, Minnesota",840,515,0,66,15,0,201,43,25,18,840,29,0,0,25,8,132,646,"Block Group 1, Census Tract 603.01, Dakota County, Minnesota",309,180,9,87,21,9,214,43,38,21,309,45,9,9,30,14,182,249
"G27003700603012","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060301","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370603012",,,"270370603012","Block Group 2, Census Tract 603.01, Dakota County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 603.01, Dakota County, Minnesota",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G27003700603013","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060301","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370603013",,,"270370603013","Block Group 3, Census Tract 603.01, Dakota County, Minnesota",1506,1212,3,2,0,0,73,216,49,167,1506,45,276,59,64,198,0,864,"Block Group 3, Census Tract 603.01, Dakota County, Minnesota",282,245,6,3,9,9,89,210,82,198,282,34,196,82,69,174,9,239
"G27003700603014","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060301","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370603014",,,"270370603014","Block Group 4, Census Tract 603.01, Dakota County, Minnesota",2034,1545,125,21,58,0,71,214,146,68,2034,194,133,9,22,135,59,1482,"Block Group 4, Census Tract 603.01, Dakota County, Minnesota",400,321,155,30,88,9,53,139,119,59,400,198,106,16,36,113,70,372
"G27003700603021","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060302","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370603021",,,"270370603021","Block Group 1, Census Tract 603.02, Dakota County, Minnesota",722,579,5,0,39,0,76,23,23,0,722,14,45,0,5,34,29,595,"Block Group 1, Census Tract 603.02, Dakota County, Minnesota",339,310,10,9,65,9,115,28,28,9,339,18,36,9,10,47,53,323
"G27003700603022","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060302","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370603022",,,"270370603022","Block Group 2, Census Tract 603.02, Dakota County, Minnesota",495,411,0,0,0,0,0,84,84,0,477,0,10,72,0,9,8,378,"Block Group 2, Census Tract 603.02, Dakota County, Minnesota",273,182,9,9,9,9,9,112,112,9,270,9,16,102,9,15,13,183
"G27003700603023","2018-2022","MN",,,"Minnesota","27","Dakota County","037",,,"060302","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270370603023",,,"270370603023","Block Group 3, Census Tract 603.02, Dakota County, Minnesota",1201,985,4,0,18,0,167,27,0,27,1191,48,93,44,21,7,0,978,"Block Group 3, Census Tract 603.02, Dakota County, Minnesota",295,276,8,9,19,9,166,38,9,38,288,46,64,73,25,12,9,260
