Shape_Leng,Shape_Area,ORIG_FID,geometry,YEAR,COUNTY,Total Percentage,White Percentage,Black Percentage,Indigenous Percentage,Asian Percentage
3982.76613739,875188.175449,147519,"POLYGON ((200881.73090000078 853245.0384, 200801.37889999896 853252.7826000005, 200755.00890000165 853260.3280999996, 200674.72480000183 853271.4142000005, 200622.5940000005 853279.6959000006, 200365.23460000008 853315.6341999993, 200335.59160000086 853318.2891000006, 200330.5527999997 853318.4878000002, 200324.2338999994 853407.4617999997, 200317.4908999987 853526.9177000001, 200316.19040000066 853575.4050999992, 200316.80480000004 853619.9375, 200317.50140000135 853640.8785999995, 200319.42159999907 853660.1831999999, 200324.36899999902 853683.9091999996, 200334.1165000014 853733.9170999993, 200341.84820000082 853768.1790999994, 200348.9750000015 853801.5343999993, 200353.27270000055 853826.0219999999, 200355.77369999886 853847.1227000002, 200356.3984999992 853870.7328999992, 200356.27840000018 853898.6632000003, 200355.7413999997 853918.6808000002, 200353.92309999838 853939.5543000009, 200350.22580000013 853963.0482999999, 200346.37730000168 853986.3157000002, 200340.2479000017 854012.5266999993, 200326.73699999973 854079.3826000001, 200314.22780000046 854132.3542999998, 200305.70949999988 854171.4104999993, 200299.5764000006 854194.8391999993, 200290.87029999867 854240.9014999997, 200285.8781999983 854268.7008999996, 200283.36300000176 854292.1152999997, 200281.95820000023 854344.4942000005, 200280.57730000094 854395.9835000001, 200279.08370000124 854428.2169000003, 200280.49760000035 854469.3199000005, 200282.46169999987 854510.4376999997, 200284.92309999838 854556.4653999992, 200368.4373999983 854559.2622999996, 200541.56819999963 854566.0241, 200678.89090000093 854570.9373000003, 200864.66050000116 854578.4914999995, 200866.46779999882 854578.5401000008, 200965.91230000183 854582.5511000007, 201066.61710000038 854586.4860999994, 201068.9107999988 854477.9309999999, 201071.20529999956 854372.2690999992, 201071.27419999987 854369.7114000004, 201073.89119999856 854272.5157999992, 201075.47830000147 854190.2050000001, 201077.0533999987 854108.3389999997, 201075.79399999976 854087.9390999991, 201072.1649999991 854067.9208000004, 201067.61239999905 854052.9967, 201066.09090000018 854048.1703999992, 201057.63529999927 854029.2462000009, 201047.25769999996 854011.6056999993, 201035.74689999968 853995.159, 201021.7670999989 853979.8698999994, 200993.0945999995 853952.3888000008, 200977.8781999983 853936.2874999996, 200968.09380000085 853922.8921000008, 200954.3291000016 853899.5961000007, 200946.47089999914 853878.9074000008, 200940.4263000004 853858.0449999999, 200937.3947999999 853836.2620000001, 200936.80840000138 853814.2108999994, 200937.26040000096 853809.1037000008, 200938.57070000097 853792.5569000002, 200939.34600000083 853787.1245000008, 200944.52849999815 853749.4255999997, 200946.89550000057 853728.6779999994, 200946.28819999844 853707.4054000005, 200944.41149999946 853686.5438000001, 200939.62409999967 853665.7149999999, 200925.74610000104 853617.3757000007, 200923.1592000015 853608.2917, 200918.32889999822 853586.1262999997, 200915.31810000166 853563.5647, 200914.75560000166 853540.6239, 200916.55070000142 853517.7463000007, 200920.82660000026 853469.8953000009, 200922.7452000007 853445.3518000003, 200923.89070000127 853423.2357999999, 200922.1372999996 853400.7079000007, 200920.56909999996 853391.7624999993, 200917.93560000136 853378.5593999997, 200911.90529999882 853357.1406999994, 200899.62629999965 853322.4215999991, 200896.46229999885 853314.3235999998, 200892.32349999994 853301.5252, 200888.7468000017 853288.2967000008, 200883.6548999995 853261.2272999994, 200881.73090000078 853245.0384))",2018-2022,Hennepin County,100.0,114.88,2.68,2.68,60.42
4623.1233673,1186214.26651,147510,"POLYGON ((202606.47940000147 855272.7949000001, 202607.93439999968 855233.6613999996, 202608.6790000014 855188.8329000007, 202611.03880000114 855032.3159999996, 202611.09010000154 855030.4254999999, 202620.01520000026 854834.8015999999, 202627.03330000117 854634.1171000004, 202622.78709999844 854634.1131999996, 202612.65359999985 854633.7269000001, 202287.05939999968 854623.6756999996, 202231.35960000008 854621.7218999993, 202035.87519999966 854615.7627000008, 202032.88919999823 854615.6819000002, 201840.4662999995 854609.9219000004, 201700.84470000118 854605.7042999994, 201697.85880000144 854605.6237000003, 201593.11989999935 854602.5728999991, 201501.81789999828 854599.8859999999, 201499.38190000132 854599.8202999998, 201453.80649999902 854598.5907000005, 201259.03170000017 854592.5596999992, 201167.8927000016 854589.6588000003, 201066.61710000038 854586.4860999994, 201062.3425000012 854678.0719000008, 201063.5898000002 854698.9163000006, 201067.19449999928 854719.8241000008, 201084.9272999987 854800.0944999997, 201098.7386999987 854862.4534000009, 201102.42170000076 854883.3631999996, 201102.39079999924 854904.9519999996, 201100.92430000007 854938.9663999993, 201096.8310999982 855032.5594999995, 201092.8770999983 855126.8239999991, 201089.90689999983 855190.3998000007, 201087.47080000117 855213.7042999994, 201086.10060000047 855220.7897999994, 201082.0610000007 855236.4835000001, 201074.3060999997 855258.7544999998, 201060.9470999986 855287.6630000006, 201053.91299999878 855303.6100999992, 201051.92320000008 855310.3449000008, 201049.22399999946 855320.0654000007, 201045.78319999948 855336.8882999998, 201044.14649999887 855353.8708999995, 201042.68560000136 855384.7689999994, 201223.16099999845 855389.6304000001, 201275.309799999 855388.9215999991, 201327.05629999936 855385.6426999997, 201351.09809999913 855383.3975000009, 201360.62310000136 855382.9866000004, 201385.89510000125 855381.7763999999, 201421.28759999946 855381.3956000004, 201450.13489999995 855381.7287000008, 201479.4294999987 855382.9642999992, 201482.4937000014 855383.0469000004, 201582.53500000015 855387.8616000004, 201696.07820000127 855393.4874000009, 201811.34980000183 855399.1614999995, 201908.41710000113 855403.4550999999, 202006.6598000005 855407.8928999994, 202025.58619999886 855408.7388000004, 202055.17379999906 855410.7634999994, 202075.46930000186 855413.3158999998, 202097.14279999956 855417.2411000002, 202116.03330000117 855422.3151999991, 202136.24460000172 855430.8749000002, 202146.09380000085 855438.8202, 202166.60190000013 855453.8427000009, 202228.00030000135 855416.4439000003, 202257.4021999985 855402.1053999998, 202275.47250000015 855393.9145999998, 202314.62029999867 855379.7289000005, 202353.4237000011 855363.7534999996, 202392.80739999935 855349.5747999996, 202461.57009999827 855324.8414999992, 202589.72890000045 855278.6837000009, 202606.47940000147 855272.7949000001))",2018-2022,Hennepin County,100.0,102.56,64.8,2.1,2.1
5820.92253945,1712628.36171,147688,"POLYGON ((203274.59299999848 855061.9241000004, 203328.8610999994 855044.1489000004, 203432.41789999977 855006.6833999995, 203488.72850000113 855006.3256999999, 203776.15320000052 855005.4835000001, 203778.62409999967 854883.2453000005, 203779.0439000018 854859.2184999995, 203779.79740000144 854822.9591000006, 203780.47250000015 854786.6974999998, 203781.02279999852 854783.8190000001, 203780.7397999987 854774.0178999994, 203780.7974999994 854771.9049999993, 203783.64200000092 854633.0943, 203788.51680000126 854633.1161000002, 203898.84369999915 854633.1229999997, 203950.59050000086 854632.9780000001, 203956.64710000157 854632.9208000004, 203957.86400000006 854573.9710000008, 204083.69570000097 854576.4071999993, 204092.0447999984 854227.7426999994, 204093.99120000005 854147.8896999992, 204094.50829999894 854126.0909000002, 204096.5949999988 854038.2285999991, 204190.50609999895 854040.6843999997, 204190.7468000017 854029.0055, 204192.7344999984 853924.6692999993, 204191.4924999997 853829.1478000004, 204096.84059999883 853830.6783000007, 203914.06560000032 853833.6984999999, 203806.6677000001 853835.4410999995, 203417.6972000003 853840.9735000003, 203118.99639999866 853838.4081999995, 203030.14840000123 853837.6615999993, 202642.0949999988 853832.6867999993, 202627.2360999994 853832.5062000006, 202624.57169999927 853991.5786000006, 202625.76819999889 854048.9253000002, 202628.85660000145 854100.3136, 202637.94959999993 854272.3911000006, 202638.58879999816 854309.6903000008, 202636.34310000017 854375.0672999993, 202632.25549999997 854482.2387000006, 202627.03330000117 854634.1171000004, 202620.01520000026 854834.8015999999, 202611.09010000154 855030.4254999999, 202611.03880000114 855032.3159999996, 202608.6790000014 855188.8329000007, 202607.93439999968 855233.6613999996, 202606.47940000147 855272.7949000001, 202752.53909999877 855221.8950999994, 202994.2509999983 855137.8746000007, 203260.58049999923 855045.1834999993, 203275.34659999982 855040.0209999997, 203274.59299999848 855061.9241000004))",2018-2022,Hennepin County,100.0,100.0,100.0,100.0,100.0
5659.67251215,1657520.84712,147512,"POLYGON ((202627.2360999994 853832.5062000006, 202610.33399999887 853832.2701999992, 202291.31850000098 853824.8465999998, 202255.95450000092 853823.8888000008, 202205.05420000106 853818.7267000005, 202154.30469999835 853810.898, 202109.1163999997 853800.9943000004, 202106.38390000165 853800.2525999993, 202104.19249999896 853799.8594000004, 202056.57649999857 853786.6629000008, 202008.96299999952 853770.4619999994, 202000.71700000018 853767.1228999998, 201963.30160000175 853751.8659000006, 201918.2501000017 853731.0605999995, 201874.45540000126 853707.3961999994, 201834.38709999993 853682.6084000003, 201806.36450000107 853663.1544000003, 201795.47890000045 853655.6263999995, 201758.42289999872 853627.0252, 201547.67940000072 853454.0656000003, 201510.70010000095 853425.4678000007, 201499.35429999977 853417.4825999998, 201473.6424999982 853399.7614999991, 201440.55150000006 853378.6140000001, 201429.3249000013 853377.8661000002, 201418.00420000032 853374.7785, 201398.46310000122 853364.4580000006, 201366.68510000035 853350.0236000009, 201353.95190000162 853343.8933000006, 201326.56949999928 853332.6938000005, 201304.64350000024 853323.3107999992, 201260.71029999852 853307.5477000009, 201192.93210000172 853286.4682999998, 201098.6297999993 853257.3300999999, 201038.65469999984 853244.3639000002, 200994.33669999987 853239.9437000006, 200968.2311999984 853236.7927999999, 200948.7798999995 853237.7162999995, 200881.73090000078 853245.0384, 200883.6548999995 853261.2272999994, 200888.7468000017 853288.2967000008, 200892.32349999994 853301.5252, 200896.46229999885 853314.3235999998, 200899.62629999965 853322.4215999991, 200911.90529999882 853357.1406999994, 200917.93560000136 853378.5593999997, 200920.56909999996 853391.7624999993, 200922.1372999996 853400.7079000007, 200923.89070000127 853423.2357999999, 200922.7452000007 853445.3518000003, 200920.82660000026 853469.8953000009, 200916.55070000142 853517.7463000007, 200914.75560000166 853540.6239, 200915.31810000166 853563.5647, 200918.32889999822 853586.1262999997, 200923.1592000015 853608.2917, 200925.74610000104 853617.3757000007, 200939.62409999967 853665.7149999999, 200944.41149999946 853686.5438000001, 200946.28819999844 853707.4054000005, 200946.89550000057 853728.6779999994, 200944.52849999815 853749.4255999997, 200939.34600000083 853787.1245000008, 200938.57070000097 853792.5569000002, 200937.26040000096 853809.1037000008, 200936.80840000138 853814.2108999994, 200937.3947999999 853836.2620000001, 200940.4263000004 853858.0449999999, 200946.47089999914 853878.9074000008, 200954.3291000016 853899.5961000007, 200968.09380000085 853922.8921000008, 200977.8781999983 853936.2874999996, 200993.0945999995 853952.3888000008, 201021.7670999989 853979.8698999994, 201035.74689999968 853995.159, 201047.25769999996 854011.6056999993, 201057.63529999927 854029.2462000009, 201066.09090000018 854048.1703999992, 201067.61239999905 854052.9967, 201072.1649999991 854067.9208000004, 201075.79399999976 854087.9390999991, 201077.0533999987 854108.3389999997, 201075.47830000147 854190.2050000001, 201073.89119999856 854272.5157999992, 201071.27419999987 854369.7114000004, 201071.20529999956 854372.2690999992, 201068.9107999988 854477.9309999999, 201066.61710000038 854586.4860999994, 201167.8927000016 854589.6588000003, 201259.03170000017 854592.5596999992, 201453.80649999902 854598.5907000005, 201499.38190000132 854599.8202999998, 201501.81789999828 854599.8859999999, 201593.11989999935 854602.5728999991, 201697.85880000144 854605.6237000003, 201700.84470000118 854605.7042999994, 201840.4662999995 854609.9219000004, 202032.88919999823 854615.6819000002, 202035.87519999966 854615.7627000008, 202231.35960000008 854621.7218999993, 202287.05939999968 854623.6756999996, 202612.65359999985 854633.7269000001, 202622.78709999844 854634.1131999996, 202627.03330000117 854634.1171000004, 202632.25549999997 854482.2387000006, 202636.34310000017 854375.0672999993, 202638.58879999816 854309.6903000008, 202637.94959999993 854272.3911000006, 202628.85660000145 854100.3136, 202625.76819999889 854048.9253000002, 202624.57169999927 853991.5786000006, 202627.2360999994 853832.5062000006))",2018-2022,Hennepin County,100.0,88.28,3.78,1.7,34.97
3880.76354207,659388.506693,146973,"POLYGON ((206521.78229999915 850491.1297999993, 206534.5276999995 850465.5492000002, 206598.92009999976 850333.5465999991, 206646.38190000132 850236.2467999998, 206807.3947999999 849905.5739999991, 206811.73279999942 849896.6786000002, 206867.9763999991 849786.4886000007, 207011.20899999887 849510.3076000009, 207112.8099000007 849294.1901999991, 207201.60020000115 849114.5592999998, 207186.66550000012 849113.9225999992, 207173.24810000136 849115.3314999994, 207123.67799999937 849112.1765999999, 207009.82829999924 849108.4655000009, 206845.89350000024 849103.1470999997, 206735.5423000008 849100.9837999996, 206446.876600001 849095.5636999998, 206435.22360000014 849235.3724000007, 206428.0225000009 849319.4297000002, 206413.02169999853 849494.9846000001, 206393.37900000066 849727.5084000006, 206385.00890000165 849831.1216000002, 206382.18499999866 849864.9905999992, 206379.5951000005 849896.0833999999, 206376.08309999853 849940.6182000004, 206353.85220000148 850246.9718999993, 206350.13709999993 850293.1702999994, 206347.2292000018 850332.9355999995, 206340.6596999988 850428.3609999996, 206337.37779999897 850473.1241999995, 206335.82009999827 850495.3411999997, 206467.0450000018 850493.0673999991, 206488.21880000085 850492.7620999999, 206521.78229999915 850491.1297999993))",2018-2022,Hennepin County,100.0,90.89,51.23,2.22,2.22
3311.21928152,520784.358138,143940,"POLYGON ((206376.08309999853 849940.6182000004, 206379.5951000005 849896.0833999999, 206382.18499999866 849864.9905999992, 206385.00890000165 849831.1216000002, 206393.37900000066 849727.5084000006, 206413.02169999853 849494.9846000001, 206428.0225000009 849319.4297000002, 206435.22360000014 849235.3724000007, 206446.876600001 849095.5636999998, 206248.28319999948 849091.4156999998, 206148.00039999932 849089.4278999995, 206145 849089.7903000005, 206047.79619999975 849087.4434999991, 206028.7071999982 849300.2846000008, 206012.32470000163 849483.4818999991, 205912.7100000009 849480.2910999991, 205871.34950000048 849479.1514999997, 205812.54179999977 849477.1976999994, 205713.55600000173 849474.0267999992, 205690.7525999993 849473.3991, 205615.1992000006 849470.8747000005, 205584.61989999935 849821.5236000009, 205583.59699999914 849832.9594, 205580.12750000134 849873.2663000003, 205579.74170000106 849878.7094, 205576.27950000018 849924.4701000005, 205677.11360000074 849926.0207000002, 205973.55559999868 849930.7358999997, 206012.53029999882 849932.7007999998, 206037.11620000005 849934.2689999994, 206062.1849000007 849938.2993999999, 206086.02519999817 849944.0767999999, 206111.59099999815 849952.9068999998, 206132.96799999848 849962.4006999992, 206141.85170000046 849965.5395, 206152.03649999946 849967.1560999993, 206162.3040000014 849965.7698999997, 206171.3625999987 849962.5694999993, 206179.93840000033 849956.9071999993, 206194.6218000017 849946.6274999995, 206209.86050000042 849939.0341999996, 206226.7617000006 849933.9356999993, 206244.29980000108 849931.4145, 206249.65569999814 849931.2285999991, 206261.68569999933 849931.5605999995, 206376.08309999853 849940.6182000004))",2018-2022,Hennepin County,100.0,77.25,46.45,4.27,4.27
3703.47065647,535337.147617,144933,"POLYGON ((204706.48519999906 854034.8889000006, 204732.12909999862 853991.6320999991, 204740.8440000005 853974.9547000006, 204751.0714999996 853951.8640000001, 204764.816300001 853920.9682, 204773.7782999985 853895.2830999997, 204784.0982999988 853865.9626000002, 204789.434799999 853846.2991000004, 204810.89649999887 853766.3126999997, 204832.0566000007 853697.3358999994, 204839.9545999989 853673.1797000002, 204848.18459999934 853651.2584000006, 204858.05900000036 853629.6046999991, 204888.09059999883 853564.0987, 204899.68499999866 853542.8259999994, 204916.10159999877 853517.7906, 204908.56610000134 853505.7869000006, 204904.93100000173 853500.6789999995, 204895.46429999918 853487.3980999999, 204885.73110000044 853475.2227999996, 204864.061999999 853448.0296999998, 204815.64930000156 853400.8495000005, 204782.7052000016 853371.7892000005, 204755.5758999996 853345.7819999997, 204705.96339999884 853305.0245999992, 204661.1486000009 853272.8571000006, 204587.12559999898 853218.7442000005, 204541.2485000007 853187.9951000009, 204515.89079999924 853169.0488000009, 204492.5762999989 853150.1583999991, 204460.57299999893 853121.1251999997, 204435.33049999923 853097.9531999994, 204418.97399999946 853080.5888999999, 204388.14449999854 853043.1298999991, 204359.3550999984 853005.8379999995, 204335.55649999902 852967.2360999994, 204319.42810000107 852938.6377000008, 204299.67709999904 852898.6996999998, 204279.17159999907 852848.9471000005, 204266.20190000162 852819.8787999991, 204257.5507999994 852796.8270999994, 204250.432599999 852772.3704000004, 204245.74390000105 852753.9901, 204240.57330000028 852724.4671999998, 204235.45080000162 852696.0584999993, 204236.09070000052 852796.3515000008, 204236.71840000153 852897.0891999993, 204233.40309999883 853041.3454999998, 204213.57620000094 853435.6687000003, 204212.64290000126 853449.6659999993, 204200.95980000123 853583.5643000007, 204198.90150000155 853638.7084999997, 204194.38809999824 853754.8845000006, 204191.4924999997 853829.1478000004, 204192.7344999984 853924.6692999993, 204190.7468000017 854029.0055, 204190.50609999895 854040.6843999997, 204356.63919999823 854045.0059999991, 204498.25699999928 854048.5486999992, 204501.77919999883 854043.4145, 204569.42590000108 853942.4344999995, 204577.44159999862 853942.6541000009, 204724.98809999973 853948.0329, 204721.24920000136 853961.0626999997, 204715.2221999988 853974.3636000007, 204707.5876000002 853986.0625, 204684.93329999968 854014.9335999992, 204706.48519999906 854034.8889000006))",2018-2022,Hennepin County,100.0,100.0,100.0,100.0,100.0
3377.5162688,513631.586239,143993,"POLYGON ((205576.27950000018 849924.4701000005, 205579.74170000106 849878.7094, 205580.12750000134 849873.2663000003, 205583.59699999914 849832.9594, 205584.61989999935 849821.5236000009, 205615.1992000006 849470.8747000005, 205690.7525999993 849473.3991, 205713.55600000173 849474.0267999992, 205812.54179999977 849477.1976999994, 205871.34950000048 849479.1514999997, 205912.7100000009 849480.2910999991, 206012.32470000163 849483.4818999991, 206028.7071999982 849300.2846000008, 206047.79619999975 849087.4434999991, 205994.4235999994 849085.1929000001, 205900.3663999997 849080.0408999994, 205881.97470000014 849079.2002000008, 205650.9272999987 849067.6073000003, 205490.18580000103 849060.6256000008, 205468.56069999933 849060.0309999995, 205253.89559999853 849050.7929999996, 205235.5225000009 849261.3179000001, 205227.48820000142 849356.1493999995, 205218.70210000128 849458.3058000002, 205206.02329999954 849607.6582999993, 205203.1229000017 849641.6369000003, 205188.23279999942 849817.0837999992, 205184.04019999877 849866.6088999994, 205236.79580000043 849871.0627999995, 205258.88949999958 849874.5635000002, 205272.53020000085 849879.2788999993, 205285.01520000026 849885.9660999998, 205296.18409999833 849894.7317999993, 205306.0458999984 849905.2424999997, 205334.52580000088 849942.6429999992, 205339.689100001 849949.4628999997, 205351.88430000097 849963.8219000008, 205366.57809999958 849976.0236000009, 205382.5062999986 849986.2557999995, 205400.3253000006 849993.5350000001, 205418.21460000053 849998.2562000006, 205437.36290000007 850000.1183000002, 205570.50239999965 850002.8894999996, 205576.27950000018 849924.4701000005))",2018-2022,Hennepin County,100.0,41.6,79.77,1.47,9.46
5150.62869847,1386583.61637,146974,"POLYGON ((205083.64119999856 850617.4641999993, 205085.52409999818 850597.5933999997, 205088.24289999902 850561.6070000008, 205102.85539999977 850453.4913999997, 205106.4246999994 850438.1187999994, 205120.9017000012 850386.5394000001, 205150.32449999824 850263.4705999997, 205184.04019999877 849866.6088999994, 205188.23279999942 849817.0837999992, 205203.1229000017 849641.6369000003, 205206.02329999954 849607.6582999993, 205218.70210000128 849458.3058000002, 205227.48820000142 849356.1493999995, 205235.5225000009 849261.3179000001, 205253.89559999853 849050.7929999996, 204859.58210000023 849046.7627000008, 204804.89600000158 849046.4880999997, 204736.52409999818 849045.9503000006, 204697.50200000033 849045.5492000002, 204621.2633999996 849044.9081999995, 204521.5848999992 849043.8491999991, 204511.4285000004 849044.0163000003, 204451.98470000178 849045.0611000005, 204438.06109999865 849223.2089000009, 204416.2292000018 849420.0610000007, 204414.3013000004 849447.3883999996, 204413.05559999868 849464.1609000005, 204410.57730000094 849491.4732000008, 204409.84380000085 849501.0250000004, 204399.55059999973 849604.0309999995, 204397.08410000056 849633.7921999991, 204387.56859999895 849754.4046, 204387.46240000054 849775.5489000008, 204381.73939999938 849820.8029999994, 204379.94150000066 849849.1355000008, 204378.8374999985 849869.3618999999, 204359.99969999865 850080.5396999996, 204346.0073999986 850252.6714999992, 204343.7501000017 850280.5460000001, 204325.11939999834 850472.6954999994, 204323.17550000176 850489.1144999992, 204306.7115000002 850656.7254000008, 204297.17980000004 850835.5437000003, 204293.5978000015 850885.9750999995, 204294.40410000086 850951.4403000008, 204319.1763000004 850940.3202, 204400.00030000135 850907.8059999999, 204782.78570000082 850746.1096000001, 204792.1000000015 850742.1356000006, 205038.81639999896 850636.7128999997, 205069.94750000164 850623.3211000003, 205076.79439999908 850620.3925999999, 205083.64119999856 850617.4641999993))",2018-2022,Hennepin County,100.0,73.84,32.62,1.61,36.92
4626.70056023,1199117.68326,144052,"POLYGON ((205083.64119999856 850617.4641999993, 205076.79439999908 850620.3925999999, 205069.94750000164 850623.3211000003, 205038.81639999896 850636.7128999997, 204792.1000000015 850742.1356000006, 204782.78570000082 850746.1096000001, 204400.00030000135 850907.8059999999, 204319.1763000004 850940.3202, 204294.40410000086 850951.4403000008, 204292.66950000077 850983.2240999993, 204291.2239000015 851004.4423999991, 204287.932599999 851052.8782000002, 204279.2276000008 851207.2323000003, 204268.80029999837 851375.6733999997, 204265.69750000164 851457.5029000007, 204255.0821999982 851747.9185000006, 204251.78510000184 851874.2603999991, 204251.42020000145 851887.6059000008, 204245.879900001 852090.2346000001, 204244.6821999997 852151.3026999999, 204242.77409999818 852249.8577999994, 204322.24480000138 852251.9198000003, 204461.06689999998 852255.3844000008, 204644.5384999998 852259.9633000009, 204743.19739999995 852262.2216999996, 205052.52870000154 852275.3808999993, 205056.58069999889 852079.0559999999, 205065.44590000063 851870.7311000004, 205066.85170000046 851836.7131999992, 205068.7468000017 851793.4710000008, 205082.36800000072 851472.0865000002, 205092.60920000076 851230.8524999991, 205099.4893000014 851066.2094999999, 205100.22049999982 850907.7410000004, 205097.59549999982 850839.9995000008, 205092.8425000012 850803.9196000006, 205090.1174999997 850782.8093999997, 205084.03779999912 850732.0015999991, 205081.93710000068 850705.3434999995, 205082.21930000186 850654.9329000004, 205082.2063000016 850646.8077000007, 205083.1405000016 850635.7035000008, 205083.64119999856 850617.4641999993))",2018-2022,Hennepin County,100.0,100.0,100.0,100.0,100.0
10271.9926198,3551027.85027,147633,"POLYGON ((205638.5273000002 852290.9334999993, 205642.87889999896 852278.5881999992, 205704.5412000008 852156.0802999996, 206040.1660999991 851489.8710999992, 206227.08410000056 851091.0171000008, 206251.28680000082 851037.9280999992, 206410.2217000015 850715.7661000006, 206419.6864 850694.9920000006, 206455.74760000035 850622.8647000007, 206479.31560000032 850575.7684000004, 206518.1169999987 850498.4856000002, 206521.78229999915 850491.1297999993, 206488.21880000085 850492.7620999999, 206467.0450000018 850493.0673999991, 206335.82009999827 850495.3411999997, 206337.37779999897 850473.1241999995, 206340.6596999988 850428.3609999996, 206347.2292000018 850332.9355999995, 206350.13709999993 850293.1702999994, 206353.85220000148 850246.9718999993, 206376.08309999853 849940.6182000004, 206261.68569999933 849931.5605999995, 206249.65569999814 849931.2285999991, 206244.29980000108 849931.4145, 206226.7617000006 849933.9356999993, 206209.86050000042 849939.0341999996, 206194.6218000017 849946.6274999995, 206179.93840000033 849956.9071999993, 206171.3625999987 849962.5694999993, 206162.3040000014 849965.7698999997, 206152.03649999946 849967.1560999993, 206141.85170000046 849965.5395, 206132.96799999848 849962.4006999992, 206111.59099999815 849952.9068999998, 206086.02519999817 849944.0767999999, 206062.1849000007 849938.2993999999, 206037.11620000005 849934.2689999994, 206012.53029999882 849932.7007999998, 205973.55559999868 849930.7358999997, 205677.11360000074 849926.0207000002, 205576.27950000018 849924.4701000005, 205570.50239999965 850002.8894999996, 205437.36290000007 850000.1183000002, 205418.21460000053 849998.2562000006, 205400.3253000006 849993.5350000001, 205382.5062999986 849986.2557999995, 205366.57809999958 849976.0236000009, 205351.88430000097 849963.8219000008, 205339.689100001 849949.4628999997, 205334.52580000088 849942.6429999992, 205306.0458999984 849905.2424999997, 205296.18409999833 849894.7317999993, 205285.01520000026 849885.9660999998, 205272.53020000085 849879.2788999993, 205258.88949999958 849874.5635000002, 205236.79580000043 849871.0627999995, 205184.04019999877 849866.6088999994, 205150.32449999824 850263.4705999997, 205120.9017000012 850386.5394000001, 205106.4246999994 850438.1187999994, 205102.85539999977 850453.4913999997, 205088.24289999902 850561.6070000008, 205085.52409999818 850597.5933999997, 205083.64119999856 850617.4641999993, 205083.1405000016 850635.7035000008, 205082.2063000016 850646.8077000007, 205082.21930000186 850654.9329000004, 205081.93710000068 850705.3434999995, 205084.03779999912 850732.0015999991, 205090.1174999997 850782.8093999997, 205092.8425000012 850803.9196000006, 205097.59549999982 850839.9995000008, 205100.22049999982 850907.7410000004, 205099.4893000014 851066.2094999999, 205092.60920000076 851230.8524999991, 205082.36800000072 851472.0865000002, 205068.7468000017 851793.4710000008, 205066.85170000046 851836.7131999992, 205065.44590000063 851870.7311000004, 205056.58069999889 852079.0559999999, 205052.52870000154 852275.3808999993, 204743.19739999995 852262.2216999996, 204644.5384999998 852259.9633000009, 204461.06689999998 852255.3844000008, 204322.24480000138 852251.9198000003, 204242.77409999818 852249.8577999994, 204239.44469999894 852351.4900000002, 204237.64990000054 852402.7477000002, 204232.85269999877 852647.2409000006, 204233.90480000153 852666.3008999992, 204235.45080000162 852696.0584999993, 204240.57330000028 852724.4671999998, 204245.74390000105 852753.9901, 204250.432599999 852772.3704000004, 204257.5507999994 852796.8270999994, 204266.20190000162 852819.8787999991, 204279.17159999907 852848.9471000005, 204299.67709999904 852898.6996999998, 204319.42810000107 852938.6377000008, 204335.55649999902 852967.2360999994, 204359.3550999984 853005.8379999995, 204388.14449999854 853043.1298999991, 204418.97399999946 853080.5888999999, 204435.33049999923 853097.9531999994, 204460.57299999893 853121.1251999997, 204492.5762999989 853150.1583999991, 204515.89079999924 853169.0488000009, 204541.2485000007 853187.9951000009, 204587.12559999898 853218.7442000005, 204661.1486000009 853272.8571000006, 204705.96339999884 853305.0245999992, 204755.5758999996 853345.7819999997, 204782.7052000016 853371.7892000005, 204815.64930000156 853400.8495000005, 204864.061999999 853448.0296999998, 204885.73110000044 853475.2227999996, 204895.46429999918 853487.3980999999, 204904.93100000173 853500.6789999995, 204908.56610000134 853505.7869000006, 204916.10159999877 853517.7906, 204935.18039999902 853484.5925999992, 204962.44579999894 853436.8173999991, 205123.48470000178 853160.3358999994, 205244.9792000018 852966.5731000006, 205379.82880000025 852736.4516000003, 205547.16569999978 852455.1390000004, 205573.72800000012 852407.4565999992, 205638.5273000002 852290.9334999993))",2018-2022,Hennepin County,100.0,36.33,71.19,1.65,44.04
